11/26,11/27,11/28,11/29,11/30,12/1,12/2,12/3
4.1186961098500365,4.461029970800473,5.051265386261932,3.606206260228465,3.702456102114482,3.6270127439979447,4.085598906564115,8.576756615018924
22.41630805710585,22.77686062955786,23.91997884630355,21.75298508081555,21.85518788166742,21.77596394487872,22.270181605431098,27.838750438779574
6.121617402340869,6.50205145368599,6.6369473608327425,5.665620685460992,5.772028274250868,5.687017650540316,6.197004838322922,10.201929650909534
84.19738845167237,84.4667735173519,85.00887370703495,83.7051389665274,83.78807226328783,83.7188576793996,84.15877748515474,89.86088059786894
14.939770454389297,15.307662241486355,15.488549237015498,14.479679221953251,14.58343554137845,14.500208978137618,15.00228250857976,19.19889262642819
73.9550646633418,74.23901762444217,74.72769896146869,73.46757097613266,73.55358373399108,73.48229695597374,73.93140850974565,79.41086829223343
79.3200914096101,79.59641356834726,80.11307620914616,78.83010659014893,78.91450629695585,78.84430495395873,79.28860178257865,84.88468426185204
12.023146823236125,12.395186991981586,12.560862333278054,11.564409860878932,11.66904309351213,11.585226448323926,12.089917438439503,16.223127217490052
28.540914352279813,28.621047266403473,27.35395855822403,28.203272126525597,28.266843284647464,28.182794373704922,28.567692669716557,32.79095261748633
13.964311045976881,14.333590251685404,14.509389737437761,13.504672746677585,13.60872234811211,13.525298433049443,14.028247368064633,18.20365335922479
30.60400157602222,29.573532609320438,20.49681471168549,31.05565078374174,30.96623005467024,30.8783913018948,30.782242139220536,25.75239528888302
25.462393251292525,25.738952853858144,23.67371200553863,25.42686289893028,25.505831527082876,25.42322389297626,25.798774908547898,28.2197104501758
19.82682209053564,20.187762910388955,20.39413832989997,19.36446166308447,19.466748639642816,19.38451080902947,19.882198562560625,24.185041355117193
34.40994024630155,34.75013915791272,35.0325728485872,33.94080846845614,34.03871087897437,33.9594234580981,34.444023913261944,39.06386839980791
191.48816878295622,191.6049516755555,192.70662706559054,190.94610118210088,190.99677639065112,190.94926853365018,191.29290259041437,199.32724759757014
20.792526904863898,21.152094180291908,21.363506234481914,20.329718073607424,20.431714700976393,20.34967224866684,20.846493351670603,25.170328229648575
13.705869494912541,13.641992289746167,10.378942301126466,14.485471470589786,14.470554818366242,14.47255758892242,14.413537542747747,13.042567528007996
11.037932820739552,11.411374282282623,11.571911238704537,10.579653320850468,10.684582768313177,10.600566797784872,11.106141946519184,15.217935557614606
1.078492260848571,1.4660992664152284,1.5746927480158366,0.6248372082856504,0.732761065063956,0.6467301324343442,1.161243161859641,5.056542639468001
173.09778898402922,171.90008468656674,165.17349574912996,173.06613791001877,172.95651705426297,172.91533607444177,172.81178172129023,162.14998976534227
157.9247869426381,157.55918393367358,155.7717766239028,157.92949155023055,157.8906212773892,157.7745815207221,157.82224915660493,197.8234107238604
127.52381472227674,127.69889727148214,160.18227599799656,120.04781369924947,120.12834420065415,120.15113094193731,120.50594024739517,169.33071991268838
15.991728128751195,17.68366946499921,17.6556256706508,16.601189830814818,16.828490392109423,16.747401782473652,17.37382842729876,23.195881730271836
29.36025840871647,30.148764693973497,27.63458482300063,29.822509194958116,29.94624610642984,29.864945463506267,30.267604090940296,33.08023176773054
36.51762103807454,36.667948991698644,39.004201085511916,35.42114641620063,35.4701639541569,35.40729218161672,35.604407038696266,45.46482605694744
13.964311045976881,14.333590251685404,14.509389737437761,13.504672746677585,13.60872234811211,13.525298433049443,14.028247368064633,18.20365335922479
580.7159819276872,580.2791570459198,583.4108505871002,579.9931849466091,579.9268347677806,579.9580742347429,579.9524043587656,596.4476199970675
25.679578541010237,26.032194849194454,26.26909532736642,25.214500514738702,25.315027799240674,25.233974079558692,25.72640940565141,30.156476958337578
14.77241641786987,15.688791968230177,15.780123143027868,14.754972010648132,14.910007359479494,14.827543169364517,15.381589797779768,20.23738754835311
11.761831167731696,11.776694802444954,15.99839315257444,10.75938855829412,10.770248635498646,10.770015923302466,10.805448479501194,19.882175978053233
9.028486439409926,9.40478598329274,9.554842669574397,8.571139981782554,8.676673590184503,8.592251074903174,9.099629557058016,13.167742667175636
20.792526904863898,21.152094180291908,21.363506234481914,20.329718073607424,20.431714700976393,20.34967224866684,20.846493351670603,25.170328229648575
25.650314758757887,26.002972689500467,26.239720542379075,25.185250320480364,25.285786403442735,25.204726763206075,25.697188351435983,30.126619780321438
6.865511151571356,7.337220400580799,7.043330447720667,6.561421603097006,6.682434757840163,6.593826377258813,7.162409500810522,9.991644687696072
30.527611800819983,30.87333263850509,31.135518040267762,30.06028269685884,30.159352369774368,30.079279488647074,30.56736405401169,35.102816116338396
71.56592052886784,76.36646151968935,71.48591626665856,75.70497553110953,76.18444774330379,76.11643409256007,76.77457733444164,83.83434917165994
5.17542177618081,5.557201623579095,5.687162646242339,4.719864404443571,4.826556476782539,4.74135442180479,5.252190752023228,9.236547561722244
62.77897089119,64.13925648890503,64.39811507357919,63.152699687825375,63.341161073534934,63.269153283955895,63.828532313574456,70.34711180336254
3.1280367607610167,3.4835033522243286,2.876744539513173,2.805293846427091,2.905264985951824,2.819111622162584,3.294191704160717,6.6263904844750074
64.13409208545036,63.79494607197892,71.19658494811932,61.51582608926256,61.44029897769117,61.4215339875794,60.90584288533647,83.88122298994259
32.09000000000028,32.0900000000002,32.09000000000013,32.090000000000224,32.090000000000295,32.090000000000124,32.10000000000015,32.100000000000016
32.979533379098115,33.48271435008072,32.20522887313458,32.98529280167983,33.08729536175314,33.00373590912567,33.42439887409671,38.9267199861986
