11/26,11/27,11/28,11/29,11/30,12/1,12/2,12/3
6.358793749999998,6.116237499999993,6.355406249999998,6.032418749999994,5.657449999999995,6.45668125,6.2517187499999975,5.82009375
41.54521250000002,40.32727500000002,41.51446875000002,41.38112500000004,41.18155000000004,42.10348750000003,41.96330000000002,40.74088125000004
8.710668750000004,7.9791187500000005,8.714987500000005,8.867706250000003,8.691768750000005,8.821562500000006,8.41321875,9.007550000000005
62.5991000000001,63.38428750000012,68.2627750000001,63.864337500000104,64.17247500000012,64.71162500000011,66.65004375000015,64.70958125000013
20.098100000000006,20.624406250000007,20.319262500000004,19.83920000000001,20.346150000000005,19.7216375,20.060181250000007,20.281250000000007
55.20720000000003,55.521106250000024,56.39012500000003,55.00163125000002,54.99715000000002,56.16582500000002,55.85758750000003,54.670081250000024
72.37306249999999,76.01096875000002,76.72367499999999,73.03734999999999,70.20599999999999,74.42869999999998,75.4805375,73.98876875
18.84358125000001,18.575350000000007,18.68004375000001,18.49453750000001,18.701325000000008,18.85166250000001,18.50313125000001,18.471468750000007
37.45554999999995,36.769774999999946,36.97130624999995,37.470424999999935,37.57502499999996,37.03884374999996,37.02517499999995,37.65731249999995
22.12573124999999,22.439706249999986,22.048512499999994,21.866718749999997,22.667206249999985,21.689631249999998,22.353424999999994,22.055824999999995
26.74249999999997,27.38893541666664,27.833839583333305,27.607529166666644,27.26025624999997,27.40179374999997,26.834910416666638,27.073197916666643
30.58063958333334,30.004043750000008,29.583560416666664,30.326654166666675,29.229216666666677,30.50748958333334,30.25330416666668,30.430262500000005
27.402377083333313,27.46882291666665,27.434791666666655,27.592133333333333,27.918772916666654,27.82598749999998,27.76266249999999,27.11937083333331
33.63101874999998,33.007968749999975,33.39466874999998,33.21378749999997,32.84196249999998,32.96129999999998,33.29403749999997,33.61773749999997
185.8494375000001,180.41392500000006,185.52511875,185.61598124999998,182.7372875,185.83665000000005,182.75441875000004,183.04961250000005
25.34596666666665,25.842603869047597,24.973941666666644,25.019906249999973,24.669197916666654,24.892108333333308,25.86406874999998,24.77369791666665
12.65796249999999,11.913987499999989,12.149849999999985,11.856474999999989,12.456974999999991,12.175868749999989,12.343249999999987,11.997112499999991
15.875931250000008,15.850275000000009,15.510662500000008,15.544250000000009,15.981868750000006,15.208800000000005,15.303418750000008,14.622650000000004
8.399337500000014,8.242425000000013,8.298362500000016,8.347418750000017,8.189612500000015,8.377393750000014,8.226418750000017,8.434200000000015
159.5370625000001,145.32821250000006,150.21858125000006,152.99919375000007,149.8991062500001,150.41200625000008,151.26896250000007,151.27020625000006
175.2192812499999,167.69663749999984,173.3368562499999,173.6776687499999,167.81429374999985,172.56017499999987,168.66968749999987,167.77426249999985
144.19546875,129.4715875,137.94821874999997,138.7102875,131.67475625,134.99671875,133.04461249999997,135.23732499999994
27.078312499999974,27.04140208333331,27.744352083333286,27.52556874999995,27.723533333333297,27.884854166666628,27.373085416666644,27.79264374999996
30.234818750000034,30.677643750000033,30.21569375000003,30.35495625000003,30.164093750000042,30.37959583333338,29.949100000000044,30.77660625000004
50.897531250000014,52.55253750000001,52.19791250000002,49.50286249999999,50.40442500000001,49.41181249999999,51.17623125000001,50.9707625
19.82280625,19.786912499999993,20.081743749999994,19.719024999999995,20.2803125,20.098712499999998,20.215162499999995,20.022774999999996
405.37431875000016,408.1245562500002,374.0321312500002,398.54469375,405.1982187500001,426.39341249999995,426.67264375000013,397.0675874999999
29.334847916666646,29.622887499999983,29.33218749999998,29.252354166666656,29.28566249999999,29.264227083333317,29.283047916666646,29.67525624999998
21.873775000000027,21.99018750000003,22.185837500000016,21.35515000000001,21.66975000000002,22.130162500000033,22.066750000000024,22.260256250000026
26.32796041666666,26.58271041666665,26.131977083333314,26.183868749999984,26.938031249999984,26.559562499999988,26.287883333333316,26.525520833333324
14.107062499999989,13.652493749999989,14.141399999999992,13.85007499999999,13.77751874999999,13.474562499999985,13.915031249999991,13.934512499999988
25.34596666666665,25.842603869047597,24.973941666666644,25.019906249999973,24.669197916666654,24.892108333333308,25.86406874999998,24.77369791666665
33.53376250000001,32.446875000000006,34.05924375000002,34.68689375000001,33.565075000000014,33.4263625,34.22436875000002,33.439493750000025
7.046975000000002,6.729943749999999,7.125093750000001,6.859518750000001,7.039312500000001,7.1278500000000005,6.702887499999999,6.744425
36.545668750000004,36.64507499999998,36.50506874999999,36.775099999999995,36.63869375000002,35.99861249999999,36.752900000000004,36.50618125
88.99447500000018,88.48586875000018,86.29675000000019,82.48888125000016,88.9059125000002,85.86264375000017,92.47706250000022,85.78261875000018
10.114368750000004,9.947756250000005,10.235262500000005,9.426943750000001,10.260593750000005,9.981093750000005,9.944987500000003,10.389018750000002
46.16665000000001,50.30589375000002,49.02572500000001,46.160193750000005,49.37228750000001,49.07768750000001,49.501643750000014,48.27045625000001
8.146112500000008,7.986956250000009,8.027468750000008,8.232118750000009,7.965687500000009,8.12476875000001,7.976856250000009,8.190387500000009
91.9833375000001,96.41453125000011,98.9400875000001,96.21565625000012,88.20037500000008,92.01538750000013,96.1229750000001,95.1314562500001
30.89026249999995,31.282227083333286,31.22239583333328,30.94854166666664,31.286431249999954,31.19212499999995,31.315718749999956,30.311349999999948
37.93184999999997,37.995893749999965,37.62563749999998,37.940587499999964,37.39047499999998,37.806262499999974,37.33269999999996,38.16740624999997
